01:15:09;6.9;7.6;0;0;0;OK
01:15:10;6.9;7.6;0;0;0;OK
01:15:11;6.9;7.6;0;0;0;OK
01:15:12;6.9;7.6;0;0;0;OK
01:15:13;6.9;7.6;0;0;0;OK
01:15:14;6.8;7.4;0;0;0;OK
01:15:15;6.8;7.4;0;0;0;OK
01:15:16;6.7;7.3;0;0;0;OK
01:15:17;6.7;7.3;0;0;0;OK
01:16:38;13.3;14.3;0;0;0;OK
01:16:39;22.3;24.5;0;0;0;OK
01:16:40;25.5;28.1;0;0;0;OK
01:16:41;26.6;29.2;0;0;0;OK
01:16:42;27.2;29.8;0;0;0;OK
01:16:43;27.3;30.0;0;0;0;OK
01:16:44;27.3;29.9;0;0;0;OK
01:16:45;27.1;29.7;0;0;0;OK
01:16:46;27.3;29.9;0;0;0;OK
01:16:47;27.5;30.2;0;0;0;OK
01:16:48;27.6;30.3;0;0;0;OK
01:16:49;28.0;30.8;0;0;0;OK
01:16:50;27.8;30.5;0;0;0;OK
01:16:51;28.3;31.1;0;0;0;OK
01:16:52;28.3;31.1;0;0;0;OK
01:16:53;28.7;31.6;0;0;0;OK
01:16:54;28.9;31.9;0;0;0;OK
01:16:55;29.0;32.0;0;0;0;OK
01:16:56;29.1;32.0;0;0;0;OK
01:16:57;29.1;32.1;0;0;0;OK
01:16:58;29.2;32.2;0;0;0;OK
01:16:59;29.2;32.2;0;0;0;OK
01:17:00;29.2;32.3;0;0;0;OK
01:17:01;29.4;32.5;0;0;0;OK
01:17:02;29.4;32.4;0;0;0;OK
01:17:03;29.5;32.6;0;0;0;OK
01:17:04;29.6;32.7;0;0;0;OK
01:17:05;29.8;32.9;0;0;0;OK
01:17:06;29.8;32.9;0;0;0;OK
01:17:07;29.9;33.0;0;0;0;OK
01:17:08;30.5;33.7;0;0;0;OK
01:17:09;30.7;33.9;0;0;0;OK
01:17:10;30.9;34.2;0;0;0;OK
01:17:11;31.1;34.4;0;0;0;OK
01:17:12;31.3;34.6;0;0;0;OK
01:17:13;31.4;34.7;0;0;0;OK
01:17:14;31.7;35.0;0;0;0;OK
01:17:15;31.9;35.3;0;0;0;OK
01:17:16;32.2;35.6;0;0;0;OK
01:17:17;32.2;35.6;0;0;0;OK
01:17:18;32.4;35.8;0;0;0;OK
01:17:19;32.4;35.8;0;0;0;OK
01:17:20;32.6;36.0;0;0;0;OK
01:17:21;32.6;36.0;0;0;0;OK
01:17:22;32.8;36.2;0;0;0;OK
01:17:23;32.7;36.1;0;0;0;OK
01:17:24;32.8;36.2;0;0;0;OK
01:17:25;32.8;36.2;0;0;0;OK
01:17:26;32.8;36.1;0;0;0;OK
01:17:27;33.1;36.5;0;0;0;OK
01:17:28;33.2;36.5;0;0;0;OK
01:17:29;33.4;36.8;0;0;0;OK
01:17:30;33.6;37.0;0;0;0;OK
01:17:31;33.5;36.8;0;0;0;OK
01:17:32;33.7;37.1;0;0;0;OK
01:17:33;33.7;37.1;0;0;0;OK
01:17:34;33.8;37.2;0;0;0;OK
01:17:35;33.7;37.1;0;0;0;OK
01:17:36;33.9;37.3;0;0;0;OK
01:17:37;33.9;37.4;0;0;0;OK
01:17:38;33.8;37.2;0;0;0;OK
01:17:39;33.6;37.0;1;1;0;SMOKE
01:17:40;33.5;36.8;1;1;0;SMOKE
01:17:41;33.3;36.6;1;1;0;SMOKE
01:17:42;33.3;36.6;1;1;0;SMOKE
01:17:43;33.3;36.7;1;1;0;SMOKE
01:17:44;33.2;36.6;1;1;0;SMOKE
01:17:45;33.2;36.6;1;1;0;SMOKE
01:17:46;33.0;36.3;1;1;0;SMOKE
01:17:47;33.1;36.4;1;1;0;SMOKE
01:17:48;33.1;36.4;1;1;0;SMOKE
01:17:49;33.1;36.4;1;1;0;SMOKE
01:17:50;33.1;36.4;1;1;0;SMOKE
01:17:51;33.0;36.3;1;1;0;SMOKE
01:17:52;33.0;36.3;1;1;0;SMOKE
01:17:53;33.2;36.5;1;1;0;SMOKE
01:17:54;33.2;36.5;1;1;0;SMOKE
01:17:55;33.3;36.6;1;1;0;SMOKE
01:17:56;33.4;36.7;1;1;0;SMOKE
01:17:57;33.1;36.4;1;1;0;SMOKE
01:17:58;33.2;36.5;1;1;0;SMOKE
01:17:59;33.2;36.5;1;1;0;SMOKE
01:18:00;33.3;36.6;1;1;0;SMOKE
01:18:01;33.4;36.7;1;1;0;SMOKE
01:18:02;33.4;36.7;1;1;0;SMOKE
01:18:03;33.6;36.9;1;1;0;SMOKE
01:18:04;33.6;36.9;1;1;0;SMOKE
01:18:05;33.9;37.2;1;1;0;SMOKE
01:18:06;33.9;37.2;1;1;0;SMOKE
01:18:07;34.0;37.3;1;1;0;SMOKE
01:18:08;34.4;37.7;1;1;0;SMOKE
01:18:09;34.5;37.8;1;1;0;SMOKE
01:18:10;34.6;37.9;1;1;0;SMOKE
01:18:11;34.8;38.2;1;1;0;SMOKE
01:18:12;34.6;37.9;1;1;0;SMOKE
01:18:13;34.6;37.9;1;1;0;SMOKE
01:18:14;34.8;38.1;1;1;0;SMOKE
01:18:15;35.0;38.3;1;1;0;SMOKE
01:18:16;35.0;38.3;1;1;0;SMOKE
01:18:17;35.2;38.5;1;1;0;SMOKE
01:18:18;35.1;38.4;1;1;0;SMOKE
01:18:19;35.1;38.4;1;1;0;SMOKE
01:18:20;35.2;38.5;1;1;0;SMOKE
01:18:21;35.4;38.7;1;1;0;SMOKE
01:18:22;35.4;38.7;1;1;0;SMOKE
01:18:23;35.5;38.8;1;1;0;SMOKE
01:18:24;35.6;39.0;1;1;0;SMOKE
01:18:25;35.6;38.9;1;1;0;SMOKE
01:18:26;35.6;39.0;1;1;0;SMOKE
01:18:27;35.8;39.2;1;1;0;SMOKE
01:18:28;35.9;39.3;1;1;0;SMOKE
01:18:29;35.9;39.3;1;1;0;SMOKE
01:18:30;35.7;39.1;1;1;0;SMOKE
01:18:31;35.8;39.3;1;1;0;SMOKE
01:18:32;35.8;39.3;1;1;0;SMOKE
01:18:33;35.7;39.1;1;1;0;SMOKE
