00:00:00;13.8;15.2;0;0;0;OK
00:00:01;13.8;15.2;0;0;0;OK
00:00:02;13.8;15.2;0;0;0;OK
00:00:03;13.9;15.3;0;0;0;OK
00:00:04;14.0;15.5;0;0;0;OK
00:00:05;14.0;15.4;0;0;0;OK
00:00:06;14.0;15.4;0;0;0;OK
00:00:07;14.0;15.4;0;0;0;OK
00:00:08;14.1;15.5;0;0;0;OK
00:00:09;14.0;15.4;0;0;0;OK
00:00:10;14.0;15.4;0;0;0;OK
00:00:11;13.8;15.2;0;0;0;OK
00:00:12;13.9;15.3;0;0;0;OK
00:00:13;13.9;15.3;0;0;0;OK
00:00:14;14.0;15.4;0;0;0;OK
00:00:15;14.1;15.5;0;0;0;OK
00:00:16;13.9;15.3;0;0;0;OK
00:00:17;14.0;15.4;0;0;0;OK
00:00:18;13.9;15.3;0;0;0;OK
00:00:19;13.9;15.3;0;0;0;OK
00:00:20;13.9;15.3;0;0;0;OK
00:00:21;13.9;15.3;0;0;0;OK
00:00:22;13.9;15.3;0;0;0;OK
00:00:23;13.9;15.3;0;0;0;OK
00:00:24;13.9;15.3;0;0;0;OK
00:00:25;13.8;15.1;0;0;0;OK
00:00:26;13.8;15.1;0;0;0;OK
00:00:27;13.8;15.1;0;0;0;OK
00:00:28;13.8;15.2;0;0;0;OK
00:00:29;13.8;15.2;0;0;0;OK
00:00:30;13.7;15.1;0;0;0;OK
00:00:31;13.6;15.0;0;0;0;OK
00:00:32;13.6;14.9;0;0;0;OK
00:00:33;13.5;14.8;0;0;0;OK
00:00:34;13.5;14.8;0;0;0;OK
00:00:35;13.4;14.7;0;0;0;OK
00:00:36;13.4;14.7;0;0;0;OK
00:00:37;13.4;14.7;0;0;0;OK
00:00:38;13.4;14.7;0;0;0;OK
00:00:39;13.5;14.8;0;0;0;OK
00:00:40;13.5;14.8;0;0;0;OK
00:00:41;13.6;14.9;0;0;0;OK
00:00:42;13.5;14.8;0;0;0;OK
00:00:43;13.4;14.7;0;0;0;OK
00:00:44;13.3;14.6;0;0;0;OK
00:00:45;13.2;14.5;0;0;0;OK
00:00:46;13.3;14.6;0;0;0;OK
00:00:47;13.3;14.6;0;0;0;OK
00:00:48;13.4;14.7;0;0;0;OK
00:00:49;13.4;14.7;0;0;0;OK
00:00:50;13.3;14.7;0;0;0;OK
00:00:51;13.2;14.5;0;0;0;OK
00:00:52;13.2;14.5;0;0;0;OK
00:00:53;13.2;14.5;0;0;0;OK
00:00:54;13.2;14.5;0;0;0;OK
00:00:55;13.2;14.6;0;0;0;OK
00:00:56;13.2;14.5;0;0;0;OK
00:00:57;13.3;14.7;0;0;0;OK
00:00:58;13.2;14.6;0;0;0;OK
00:00:59;13.3;14.7;0;0;0;OK
00:01:00;13.3;14.7;0;0;0;OK
00:01:01;13.4;14.8;0;0;0;OK
00:01:02;13.4;14.8;0;0;0;OK
00:01:03;13.3;14.7;0;0;0;OK
00:01:04;13.3;14.7;0;0;0;OK
